"author","author_type","url","location","deal_type","accommodation_type","floor","floors_count","rooms_count","total_meters","price_per_month","commissions","district","street","house_number","underground","residential_complex"
"Selenahome","real_estate_agent","https://www.cian.ru/rent/flat/317465505/","Москва","rent","flat","2","12","2","41.5","120000","0","Филевский парк","Барклая ","6Ак1","Багратионовская",""
"MosExpertRealty","real_estate_agent","https://www.cian.ru/rent/flat/280312928/","Москва","rent","flat","5","5","-1","26.1","120000","0","Тверской"," Петровка","26С3","Трубная",""
"ЭКСПЕРТ","real_estate_agent","https://www.cian.ru/rent/flat/316850242/","Москва","rent","flat","11","13","3","46","110000","0","Таганский","Верхняя Сыромятническая ","2","Чкаловская",""
"Александра Тимофеева","realtor","https://www.cian.ru/rent/flat/316727341/","Москва","rent","flat","6","24","2","80","110000","0","Можайский","Можайское шоссе","22к2","Рабочий посёлок",""
"Павел Зубков","realtor","https://www.cian.ru/rent/flat/155706791/","Москва","rent","flat","8","22","2","75","120000","0","Щукино","Щукинская ","2","Стрешнево",""
"Диалог","real_estate_agent","https://www.cian.ru/rent/flat/316910381/","Москва","rent","flat","6","30","2","60","120000","0","Ховрино"," Дыбенко","7/1","Ховрино",""
"Кобаладзе","real_estate_agent","https://www.cian.ru/rent/flat/316898272/","Москва","rent","flat","1","12","5","102","120000","0","Отрадное","Алтуфьевское шоссе","13К2","Владыкино",""
"ГОРОБМЕН","real_estate_agent","https://www.cian.ru/rent/flat/317850178/","Москва","rent","flat","5","23","2","45","106000","0","Лефортово","проезд Невельского","3к2","Авиамоторная",""
"Андрей Рохлин","realtor","https://www.cian.ru/rent/flat/313932092/","Москва","rent","flat","8","8","1","43","110000","0","Хорошево-Мневники"," Нижние Мневники","9","Терехово ",""
"Надежда Арт","realtor","https://www.cian.ru/rent/flat/317056253/","Москва","rent","flat","8","34","3","81","115000","0","Южное Бутово"," Поляны","5Ак3","Улица Скобелевская",""
"Наталья Фокеева","realtor","https://www.cian.ru/rent/flat/317765043/","Москва","rent","flat","6","17","3","75","110000","0","Левобережный","Ленинградское шоссе","126","Беломорская",""
"EMPIRE HOME","real_estate_agent","https://www.cian.ru/rent/flat/317608160/","Москва","rent","flat","5","15","2","45","110000","0","Лефортово","проезд Шелихова","2","Площадь Ильича",""
"Светлана Сорокина","realtor","https://www.cian.ru/rent/flat/317754876/","Москва","rent","flat","6","12","1","40","110000","0","Покровское-Стрешнево","бульвар Небесный","1к1","Спартак",""
"MDco","real_estate_agent","https://www.cian.ru/rent/flat/317757260/","Москва","rent","flat","8","12","3","65","108000","0","Алексеевский","Ракетный бульвар","17","ВДНХ",""
"ГОРОБМЕН","real_estate_agent","https://www.cian.ru/rent/flat/317867868/","Москва","rent","flat","2","5","3","80","110000","0","Зюзино","Азовская ","3","Нахимовский проспект",""
"Hedge Property","real_estate_agent","https://www.cian.ru/rent/flat/304730499/","Москва","rent","flat","17","30","1","52.6","115000","0","Алексеевский","Староалексеевская ","5А","Алексеевская",""
"Людмила Валиева","realtor","https://www.cian.ru/rent/flat/315307618/","Москва","rent","flat","4","14","2","58.1","120000","0","Таганский","Николоямский переулок","3АК2","Таганская",""
"MARNIS-GROUP","real_estate_agent","https://www.cian.ru/rent/flat/282895397/","Москва","rent","flat","9","25","2","52","120000","0","Хорошево-Мневники","Карамышевская набережная","34","Народное Ополчение",""
"ГОРОБМЕН","real_estate_agent","https://www.cian.ru/rent/flat/317459710/","Москва","rent","flat","4","30","2","52.3","110000","0","Южнопортовый","Волгоградский проспект","32/5к2","Угрешская",""
"EMPIRE HOME","real_estate_agent","https://www.cian.ru/rent/flat/316664280/","Москва","rent","flat","7","22","4","110","120000","0","Чертаново Северное","Кировоградская ","2","Чертановская",""
"МИЭЛЬ","real_estate_agent","https://www.cian.ru/rent/flat/315362589/","Москва","rent","flat","14","24","2","42","110000","0","Филевский парк","Барклая ","6Ак1","Багратионовская",""
"Анатолий  Ковалев","realtor","https://www.cian.ru/rent/flat/311348603/","Москва","rent","flat","7","10","2","68","110000","0","Гагаринский","Ленинский проспект","67","Университет",""
"СТОЛИЦА Департамент недвижимости","real_estate_agent","https://www.cian.ru/rent/flat/316165883/","Москва","rent","flat","4","24","2","53","110000","0","Арбат"," Новый Арбат","6","Арбатская",""
"Елена Ширяева","realtor","https://www.cian.ru/rent/flat/317768157/","Москва","rent","flat","7","10","-1","40","110000","0","Басманный","Нижняя Красносельская ","35С50","Бауманская",""
"Анна Прохорова","realtor","https://www.cian.ru/rent/flat/317525640/","Москва","rent","flat","24","33","2","60","105000","0","Кунцево"," Академика Павлова","38к1","Молодёжная",""
"Азбука Жилья Аренда","real_estate_agent","https://www.cian.ru/rent/flat/306361142/","Москва","rent","flat","2","9","2","52","120000","0","Арбат","Смоленская ","10","Смоленская",""
"SKY REALTY","real_estate_agent","https://www.cian.ru/rent/flat/312718408/","Москва","rent","flat","5","16","2","48","115000","0","Южнопортовый"," 1-я Машиностроения","7","Дубровка",""
"Ольга Фраткина","realtor","https://www.cian.ru/rent/flat/316748225/","Москва","rent","flat","15","30","2","45","110000","0","Котловка","Севастопольский проспект","22А","Крымская",""
"Lunkin Estate","real_estate_agent","https://www.cian.ru/rent/flat/316846476/","Москва","rent","flat","16","24","2","51.5","110000","0","Обручевский","Профсоюзная ","68к3","Новые Черёмушки",""
"Владис","real_estate_agent","https://www.cian.ru/rent/flat/316951481/","Москва","rent","flat","19","30","1","24.1","105000","0","Марфино","Ботаническая ","29Ак3","Владыкино",""
"Александр Иванов","realtor","https://www.cian.ru/rent/flat/317269275/","Москва","rent","flat","19","19","1","49","110000","0","Академический"," Вавилова","27","Академическая",""
"ИНКОМ-Недвижимость. Аренда","real_estate_agent","https://www.cian.ru/rent/flat/317448297/","Москва","rent","flat","4","8","2","62","120000","0","Басманный","Садовая-Черногрязская ","16-18С1","Красные ворота",""
"Самолет Плюс Москва ЦАО","real_estate_agent","https://www.cian.ru/rent/flat/317414732/","Москва","rent","flat","8","8","3","65.4","109000","0","Москворечье-Сабурово","переулок 1-й Котляковский","4к3","Варшавская",""
